,epoch,loss,accuracy,val_loss,val_accuracy,lr
0,0,4.152926650643349,0.020625000819563866,4.096074235439301,0.012500000186264515,0.009999999776482582
1,1,4.094909352064133,0.019999999552965164,4.095584046840668,0.027499999850988388,0.009999999776482582
2,2,4.094103407859802,0.019375000149011612,4.0949895024299625,0.004999999888241291,0.009999999776482582
3,3,4.088471134006977,0.02437499910593033,4.087414956092834,0.012500000186264515,0.009999999776482582
4,4,4.086551763117313,0.023125000298023224,4.06705493927002,0.02500000037252903,0.009999999776482582
5,5,4.063373981416225,0.03437500074505806,4.052504855394363,0.02250000089406967,0.009999999776482582
6,6,4.060184070467949,0.038750000298023224,4.058757662773132,0.02250000089406967,0.009999999776482582
7,7,4.037783151865005,0.04062499850988388,3.939574587345123,0.042500000447034836,0.009999999776482582
8,8,4.001030643284321,0.04125000163912773,3.9191300332546235,0.02500000037252903,0.009999999776482582
9,9,3.971323047578335,0.05562499910593033,3.8236947417259217,0.07249999791383743,0.009999999776482582
10,10,3.9248249262571333,0.05937499925494194,3.7512234330177305,0.0925000011920929,0.009048373438417912
11,11,3.8839106291532515,0.05062500014901161,3.7991473615169524,0.05249999836087227,0.008187306113541126
12,12,3.7761010482907293,0.06937500089406967,3.5500832915306093,0.10249999910593033,0.0074081807397305965
13,13,3.774161246418953,0.05562499910593033,3.5650090336799622,0.10999999940395355,0.00670319888740778
14,14,3.7643019407987595,0.05562499910593033,3.5516497790813446,0.1274999976158142,0.006065304856747389
15,15,3.7365881964564323,0.07874999940395355,3.512696605920792,0.14749999344348907,0.005488114431500435
16,16,3.640476478636265,0.08687499910593033,3.3347577154636383,0.1274999976158142,0.004965851083397865
17,17,3.557612660527229,0.09875000268220901,3.3493239998817446,0.1525000035762787,0.004493287764489651
18,18,3.598997600376606,0.08749999850988388,3.4217593014240264,0.11249999701976776,0.0040656947530806065
19,19,3.5078092768788336,0.10125000029802322,3.3010551750659944,0.20250000059604645,0.0036787926219403744
20,20,3.490666475892067,0.10687500238418579,3.2316856145858766,0.15000000596046448,0.0033287089318037033
21,21,3.502278706431389,0.10999999940395355,3.2810669422149656,0.17249999940395355,0.0030119402799755335
22,22,3.384704203903675,0.11937499791383743,3.2502144038677216,0.17000000178813934,0.00272531621158123
23,23,3.4279359832406042,0.11437500268220901,3.2648368537425996,0.14749999344348907,0.002465968020260334
24,24,3.3878891870379446,0.13312500715255737,3.0685026943683624,0.22750000655651093,0.0022313001099973917
25,25,3.311234433948994,0.1443749964237213,3.149497222900391,0.16500000655651093,0.002018963685259223
26,26,3.298421448469162,0.14624999463558197,3.1419628262519836,0.17499999701976776,0.0018268338171765208
27,27,3.2932225182652473,0.15562500059604645,3.12379469871521,0.2150000035762787,0.001652987557463348
28,28,3.2350264370441435,0.16249999403953552,3.0926553905010223,0.26249998807907104,0.0014956849627196789
29,29,3.190209211409092,0.1756249964237213,3.1622144639492036,0.20250000059604645,0.0013533516321331263
30,30,3.1852996751666067,0.17249999940395355,2.969664865732193,0.2224999964237213,0.0012245631078258157
31,31,3.1515204504132273,0.17000000178813934,2.9774337232112886,0.22750000655651093,0.0011080304393544793
32,32,3.1387306854128836,0.1743749976158142,2.911705935001373,0.21250000596046448,0.001002587378025055
33,33,3.161583313345909,0.17000000178813934,3.004212975502014,0.2524999976158142,0.0009071785025298595
34,34,3.091486093401909,0.18687500059604645,2.978582447767258,0.22499999403953552,0.0008208490326069295
35,35,3.098076570034027,0.18812499940395355,2.960585379600525,0.29499998688697815,0.0007427348755300045
36,36,3.068866614997387,0.1912499964237213,2.9506531357765198,0.2775000035762787,0.0006720542442053556
37,37,3.0765137232840063,0.19875000417232513,2.884688526391983,0.2849999964237213,0.0006080997991375625
38,38,3.0194080635905265,0.20250000059604645,3.0616439819335937,0.26249998807907104,0.0005502314306795597
39,39,3.045006240904331,0.2199999988079071,2.9872772455215455,0.2524999976158142,0.0004978699726052582
40,40,2.9814871713519095,0.2006250023841858,3.028971201181412,0.23000000417232513,0.00045049135223962367
41,41,3.0141669012606145,0.18312500417232513,2.9236028134822845,0.2475000023841858,0.0004076214099768549
42,42,2.9512331023812295,0.21687500178813934,2.815031984448433,0.29249998927116394,0.0003688310971483588
43,43,2.924552623182535,0.22312499582767487,2.9282799661159515,0.26249998807907104,0.00033373216865584254
44,44,2.9169147185981275,0.24312500655651093,2.833003270626068,0.3425000011920929,0.0003019733412656933
45,45,2.9360667660832407,0.21875,2.819608825445175,0.26750001311302185,0.0002732367720454931
46,46,2.9425150960683824,0.2150000035762787,2.8646464586257934,0.2849999964237213,0.0002472348278388381
47,47,2.9181989997625353,0.21937499940395355,2.8680814445018767,0.2574999928474426,0.0002237073058495298
48,48,2.966946874558926,0.22812500596046448,2.823678469657898,0.2849999964237213,0.0002024187269853428
49,49,2.8761807225644587,0.2368749976158142,2.8329718947410583,0.27000001072883606,0.00018315602210350335
